word1,word2,count
in,trouble,120
trouble,with,60
the,study,206
with,my,2096
study,of,89
my,hard,13
is,something,369
are,a,1374
if,they,1351
a,must-have,10
they,don't,549
u,can,205
in,abundance,8
do,it,1636
know,about,358
he's,a,326
c'mon,you,6
american,political,9
they,going,26
you,know,2789
probably,a,82
political,science,35
law,student,12
know,i,809
a,fortune,38
to,learn,709
student,in,31
in,michigan,66
to,protect,398
michigan,and,23
protect,my,16
ok,good,20
who,is,1378
chicago,illinois,41
good,i,210
is,steve,7
was,nervous,18
from,his,572
his,home,192
don't,miss,147
home,in,354
there,for,368
th,year,45
in,minneapolis,53
year,at,119
a,second,551
at,sxsw,29
samples,to,5
lol,jk,31
graduation,is,6
love,the,978
the,vibe,35
in,exactly,18
a,company,182
a,honda,13
company,in,99
meeting,our,8
four,weeks,43
our,great,30
in,florida,156
hey,you,78
that,just,272
a,homeless,35
just,passed,32
are,officially,9
hit,us,38
officially,the,20
miles,in,35
head,on,84
your,future,67
us,for,284
the,subject,259
in,september,218
subject,of,130
the,streets,259
streets,of,87
his,life,301
my,first,860
of,pittsburgh,17
life,will,53
first,tweet,24
will,become,115
we,need,1069
it's,what,59
become,even,13
weekend,day,7
what,we,889
as,well,2971
day,is,298
see,each,30
we,do,754
is,also,856
well,before,38
each,other,975
also,a,481
before,long,19
other,more,23
a,beginning,15
yea,i,110
when,his,135
long,i,72
if,i,2786
his,partner,23
beginning,of,302
i,follow,152
the,next,2612
follow,one,11
next,week,778
one,more,417
schultz,who,5
different,things,65
more,person,10
you,were,974
performing,live,20
who,also,148
things,he,89
were,still,166
person,on,42
also,serves,23
he,says,628
on,twitter,858
serves,as,88
says,the,367
as,the,4276
twitter,it,5
night,club,9
first,five,47
five,years,374
managing,editor,13
tweeting,too,5
to,start,1310
years,i,188
start,a,202
to,for,368
leaves,for,18
just,got,787
free,entry,6
food,truck,50
rt,if,339
start,work,7
if,your,452
is,your,577
can,see,702
work,on,595
your,menu,7
see,how,542
a,doctorate,13
how,to,2091
doctorate,in,16
to,enter,244
in,science,29
my,little,299
enter,that,7
little,sister,45
all,night,281
that,here,27
sister,is,45
night,long,38
that's,not,371
is,sitting,42
i'm,a,733
sitting,down,34
hope,i,180
can,stay,41
stay,awake,24
her,new,107
he's,very,20
and,wide,31
stuffed,animal,13
very,good,447
good,too,44
for,thousands,20
too,bad,222
bad,he,17
road,at,18
thousands,of,550
so,cute,209
of,years,252
wasn't,there,31
the,move,188
with,its,359
there,with,153
the,update,29
available,for,235
for,customers,16
that,lead,31
customers,with,12
lead,through,8
and,put,337
put,your,125
your,head,199
you,don't,1376
head,in,78
don't,text,17
text,me,224
the,sand,65
me,back,330
designed,to,290
and,honey,19
make,the,1060
embrace,the,50
the,animals,72
be,careful,151
was,an,731
an,essential,29
in,you,147
look,as,49
you,ok,29
ok,i,179
if,they're,79
i,couldn't,451
a,stronger,39
they're,at,12
me,one,85
at,home,792
type,that,12
that,can,598
one,haha,7
can,face,9
ruled,that,34
the,rt,473
the,federal,528
and,as,612
better,because,18
many,people,529
people,play,12
republic,of,23
an,ingredient,11
play,sports,10
of,germany,10
yes,i,615
ingredient,in,13
germany,has,5
reinforced,by,6
i,heard,435
bt,i,6
has,the,736
the,mayan,7
by,being,72
heard,you,51
the,obligation,5
being,able,226
version,of,515
guys,always,7
to,dance,117
to,do,5753
because,of,1651
always,get,83
do,the,782
get,it,961
my,k,15
the,mayans,10
the,warrant,7
things,you,191
k,tweet,6
warrant,for,11
tweet,goes,8
you,love,505
like,other,39
his,arrest,34
goes,out,64
arrest,to,6
out,as,168
comes,from,263
a,shoutout,57
the,accused,26
shoutout,to,108
worked,with,194
are,doing,348
where,does,49
into,custody,33
doing,many,6
woman,i,42
baby,oil,6
have,ever,204
come,from,387
that,produce,11
ever,known,26
with,numerous,6
produce,a,58
my,wife,284
wife,and,227
her,client,11
and,best,74
job,then,9
welcome,to,517
to,dc,42
their,favorite,47
hemy,neuman,5
guys,were,52
dc,we,6
favorite,and,26
we,are,3853
my,newest,26
and,one,681
are,gonna,97
in,vegas,132
gonna,have,123
vegas,and,24
the,most,3353
neuman,was,6
have,fun,378
was,having,92
most,productive,16
and,nice,42
fun,tonight,22
having,an,122
nice,meeting,30
an,affair,30
meeting,you,138
affair,with,45
hands,down,60
you,at,389
about,to,1129
the,meet,38
widow,andrea,5
to,just,356
andrea,sneiderman,13
you,soon,154
and,great,119
just,get,148
great,man,18
has,not,435
get,down,97
to,find,1783
not,addressed,6
man,good,7
find,people,18
good,shit,16
to,business,44
those,claims,7
we,heard,44
finish,all,5
don't,take,86
saying,only,17
all,my,769
rt,and,75
my,work,207
only,that,68
of,business,166
work,for,429
and,did,192
did,you,1340
which,means,219
there's,someone,15
the,rest,1425
rest,of,1216
someone,out,26
her,former,19
my,semester,7
there,that,110
at,ge,10
happy,fathers,10
that,will,1062
ge,energy,5
ill,just,37
referenced,in,6
fathers,day,21
energy,a,5
just,be,255
day,in,554
a,friend,620
in,advance,162
friend,of,194
advance,to,51
of,our,2121
except,for,213
keep,on,106
all,you,480
our,family,150
for,finals,20
you,amazing,7
everything,was,77
me,either,44
was,great,318
great,until,5
a,funny,90
and,to,1279
im,so,211
clue,is,5
until,you,209
is,black,26
you,decided,16
so,ready,64
happy,friday,222
the,mothers,45
decided,to,1030
ready,to,1230
written,on,38
to,act,192
mothers,who,7
where,they,451
to,rage,8
the,envelope,27
who,play,13
act,like,147
like,the,2125
so,he,378
the,role,207
above,and,75
the,friendship,9
he,decides,14
and,beyond,92
role,of,157
decides,to,84
on,thursday,441
of,both,182
to,devote,15
both,parents,8
the,rts,56
that,table,5
table,we,10
weekends,to,9
we,showed,11
my,upcoming,21
to,visiting,13
friends,one,6
i,want,2637
showed,them,12
one,day,735
want,all,21
day,and,678
households,in,7
votes,to,29
to,count,71
you,the,490
the,city,1950
the,lakers,228
friends,is,35
not,exactly,86
listed,in,40
is,done,202
done,thank,5
in,phone,5
you,said,175
phone,books,5
said,let,15
check,his,7
you,to,1612
the,cast,96
the,delegates,15
switched,to,40
cast,crew,7
crew,and,23
lakers,are,21
and,supporters,28
are,playing,89
the,internet,535
playing,like,13
like,they,275
they,ran,18
to,forward,10
the,people,1138
ran,out,93
forward,this,5
all,their,111
people,who,1416
this,note,8
their,involvement,13
who,never,65
note,to,122
involvement,in,59
under,this,25
never,get,163
in,this,2634
and,in,1421
all,members,14
this,project,130
a,goodnight,11
in,need,182
need,of,157
dinner,at,98
left,fielder,8
then,the,563
of,some,385
the,fledgling,5
here's,a,203
come,on,565
comes,home,31
tweet,for,24
an,old,348
sunday's,game,20
for,you,2000
would,lie,5
old,friend,56
game,in,248
lie,and,25
friend,from,24
and,say,305
the,seventh,116
from,home,136
home,from,280
say,that,918
seventh,inning,25
from,school,102
sleep,good,11
that,you're,110
school,and,398
good,only,7
good,times,134
inning,with,26
you're,not,395
only,to,388
and,informs,8
not,on,194
a,possible,112
to,return,250
informs,me,7
it's,annoying,13
on,my,3011
return,to,397
my,mind,646
annoying,when,11
she,needs,87
scrolling,through,6
at,am,745
needs,on,6
through,facebook,6
the,phrase,80
colliding,with,7
with,third,5
top,of,808
see,we,21
third,baseman,34
history,that,25
and,seeing,82
have,lots,75
we've,already,18
seeing,the,210
lots,of,1253
just,popped,11
already,spent,12
popped,up,32
spent,to,10
same,exact,15
here,lol,24
to,complete,173
when,both,15
lol,we,46
her,dance,9
pursued,a,5
like,it,946
are,terrible,10
a,fly,37
it,everytime,6
terrible,at,18
fly,ball,12
at,making,32
their,performance,10
ball,down,12
making,a,407
dance,class,14
class,at,60
the,left,319
left,field,49
at,school,229
side,by,43
by,side,36
school,what,8
wasn't,that,34
side,with,36
line,in,61
that,bad,88
i,say,602
say,let's,9
the,fuck,271
are,an,138
fuck,is,36
the,eighth,92
an,amazing,456
d,but,18
eighth,inning,23
let's,try,18
artist,i,11
oregon,coach,13
it,kinda,20
coach,george,15
the,school,742
why,don't,112
kinda,makes,6
love,your,332
thinking,of,288
was,ejected,6
your,voice,67
voice,i,23
kids,at,46
at,her,279
balls,and,27
her,high,8
me,mad,27
and,strikes,6
high,school,1402
lady,gaga,65
how,the,686
qualify,for,78
chemistry,and,12
the,umpire,9
the,judges,91
and,math,30
free,lunch,18
are,literally,18
take,us,60
point,out,105
literally,going,5
us,with,152
out,their,103
my,kid,27
their,mistakes,8
the,death,339
what's,your,223
included,her,5
death,of,261
your,favorite,413
was,drunk,13
her,school,12
of,me,673
favorite,thing,43
of,love,263
this,whole,157
ur,right,10
love,but,55
do,in,183
information,with,15
right,so,34
but,now,350
in,lincoln,21
neighborhood,is,17
with,no,487
so,i'll,103
now,im,120
lincoln,park,18
is,fucking,22
no,intention,26
i'll,see,69
intention,of,43
inspired,by,204
of,shipping,5
on,friday,614
dirt,poor,5
how,on,24
do,this,611
are,making,120
workers,compensation,8
on,earth,218
may,face,7
this,with,88
making,me,176
earth,do,6
me,laugh,99
do,they,281
the,girls,340
financial,fraud,7
they,expect,35
girls,i,31
soo,hard,6
saying,that,277
parents,to,75
the,economy,433
come,up,411
either,the,76
economy,continues,8
amazing,how,86
up,with,1748
continues,to,304
much,they,53
car,or,31
with,this,862
they,forget,15
or,similar,14
recover,and,11
this,kind,133
forget,and,10
and,at,473
kind,of,2515
for,injured,5
and,that's,408
of,money,309
money,i,59
time,when,308
workers,and,82
i,mean,777
and,strengthen,15
mean,this,15
interest,rates,96
rates,are,37
is,for,579
time,for,1078
are,at,277
recently,on,6
at,historic,7
for,bed,52
on,capital,9
good,morning,808
pe,class,7
bed,soon,7
morning,everyone,58
y'all,are,35
class,it's,8
everyone,still,6
are,singing,11
students,who,144
it's,not,1339
still,need,94
got,an,153
not,even,555
an,early,182
who,rely,9
even,for,68
rely,on,155
songs,on,42
early,morning,72
get,my,478
for,dance,7
on,loans,7
my,coffee,41
dance,competition,6
loans,to,31
tomorrow,but,39
to,finance,37
but,then,468
everything,is,259
it's,just,461
then,after,34
is,just,942
just,for,302
after,school,77
freaking,awesome,7
get,on,351
around,in,181
could,i,129
a,plane,122
burdened,with,6
one,great,17
the,gym,323
love,y'all,10
great,big,23
with,additional,20
plane,to,30
gym,for,16
to,london,78
miss,you,619
coffee,break,14
london,with,9
debt,the,11
why,can,10
the,white,505
can,they,56
white,house,320
how,have,70
my,friends,560
they,not,43
to,go,4008
have,you,1016
not,just,760
house,said,26
you,been,220
go,hard,34
just,wear,9
she,claimed,11
hard,these,5
claimed,that,69
wear,their,13
these,next,21
next,few,163
while,she,102
few,weeks,368
fun,fact,35
she,had,721
fact,for,5
weeks,i,60
from,last,174
the,day,2366
clothed,in,5
last,year,1830
in,front,842
is,superior,10
year,what,18
front,of,909
superior,to,18
been,an,159
the,camera,188
is,wrong,127
an,olympic,18
wrong,with,277
planes,in,7
in,so,161
st,i,9
sweats,and,6
many,ways,109
and,shorts,7
sandra,day,6
get,some,456
shorts,is,5
some,see,9
is,three,17
other,people's,47
not,from,63
months,worth,9
tickets,so,8
worth,of,173
so,last,24
the,onion,36
cell,phone,194
phone,conversations,5
passes,for,56
only,god,16
remind,me,123
god,and,193
me,nothing,14
and,larry,17
nothing,is,122
lawsuit,against,37
fuck,school,5
is,perfect,123
school,districts,115
old,tweets,6
annoy,me,10
dont,mess,6
barrels,and,11
mess,up,32
just,landed,38
and,cowboy,7
up,the,1938
landed,in,67
cowboy,boots,21
in,san,386
san,francisco,581
francisco,and,27
and,i'm,827
i'm,so,680
so,hungry,34
weigh,in,45
the,relationships,18
hungry,i,17
in,i,226
i,could,2366
spaces,and,19
th,amendment,13
could,eat,26
and,hints,5
olive,garden,22
to,humans,11
garden,to,11
an,in,15
in,check,38
eat,as,9
the,trolley,8
check,on,56
agreeing,with,11
as,many,428
add,up,59
on,u,26
my,college,34
you,right,65
u,a,85
to,an,845
resolution,is,10
an,interesting,219
a,lil,109
that,is,3510
is,to,1893
who,do,200
looks,so,71
parents,don't,12
so,easy,116
walks,in,32
this,year,2331
don't,need,248
easy,and,105
year,i,322
and,useful,15
will,do,480
go,it,28
her,mom,69
to,target,57
have,some,559
it,alone,31
target,to,16
alone,they,9
and,another,255
that,by,100
to,buy,792
they,need,365
by,going,48
another,young,10
need,support,5
support,he,15
walked,out,62
check,out,1251
was,eating,25
hey,i'm,44
their,next,30
by,myself,83
certainly,don't,13
myself,and,169
where,are,265
a,classy,18
sept,th,18
and,laura,15
dude,the,9
the,sex,55
support,a,59
call,me,408
me,an,132
gets,me,53
me,in,755
an,artist,110
tell,us,250
us,if,65
came,over,45
the,door,581
the,ideal,48
over,to,466
door,but,12
you,see,783
cuz,i,121
see,it,654
to,tell,903
i,draw,15
environment,for,21
i,wouldn't,284
for,improving,6
draw,attention,21
tell,me,810
when,it,1270
student,achievement,11
come,over,112
it,comes,671
chasing,the,11
comes,to,653
the,sun,630
eat,with,14
they,had,824
to,race,28
with,them,592
race,relations,11
there's,not,73
not,many,47
wouldn't,mind,25
of,energy,118
weekend,can't,6
mind,if,49
to,remember,287
energy,they,7
if,the,1732
can't,wait,1566
they,were,2326
remember,we,21
we,all,786
book,was,73
see,the,1520
do,things,111
exciting,and,36
things,but,76
belong,to,90
and,they,1639
the,movie,620
was,actually,196
heading,to,276
actually,good,12
were,funny,6
race,the,28
off,work,68
for,holiday,13
the,human,234
was,so,926
work,waiting,5
human,race,26
not,let,87
let,your,83
i'll,let,84
your,hearts,21
new,icon,15
i,did,1672
judy,garland,8
be,troubled,6
for,my,1811
if,u,473
my,ride,12
do,all,145
was,touching,6
u,like,72
trust,in,66
touching,and,10
the,heavy,55
in,god,70
checking,out,130
out,the,1741
heard,the,176
also,in,115
the,multnomah,14
scheme,of,23
the,noise,53
of,things,443
multnomah,county,41
county,library,6
we,didn't,268
its,th,57
didn't,know,376
th,annual,93
your,life,606
know,what,1531
remember,the,286
think,i've,62
what,was,623
the,outcomes,9
on,may,269
i've,decided,48
start,where,5
was,going,805
outcomes,of,9
may,th,181
on,so,72
th,pm,26
the,matches,13
are,now,412
we,jumped,5
pm,at,176
i'll,take,134
jumped,out,27
the,peter,6
much,as,674
of,bed,103
any,day,68
the,simple,111
the,box,264
day,but,201
box,office,61
one,took,11
office,window,9
took,the,420
acts,of,72
the,front,541
of,kindness,23
starting,at,114
front,door,98
love,and,470
i,imagine,81
view,of,236
imagine,you,21
well,if,96
back,door,38
you,already,137
door,and,132
the,festivities,22
already,know,126
way,you,262
know,how,974
you,treat,25
for,each,334
how,i,727
that's,where,116
each,and,129
where,it,301
feel,about,114
and,everyone,159
starts,in,60
everyone,one,5
in,minutes,166
the,puppy,18
the,pics,28
dunk,contest,6
are,any,55
add,the,323
was,but,61
pics,of,85
contest,to,16
to,follow,684
the,rice,47
any,indication,22
rice,and,70
didn't,see,99
rockin,out,5
and,cook,122
see,anybody,5
think,you'll,18
drink,specials,35
you'll,make,12
on,medium,23
we,wanna,12
when,i,4157
i,got,2026
wanna,see,97
got,there,71
until,the,762
make,a,1567
live,today,12
there,because,39
the,water,497
today,like,12
a,wonderful,555
then,we,312
like,it's,112
wonderful,mother,7
they,already,45
it's,your,79
your,last,78
be,open,104
