word1,word2,word3,count
to,i,mean,6
earlier,this,year,123
wait,to,check,10
i,had,surgery,6
pm,central,time,5
more,when,i,5
the,expression,on,5
i,get,back,57
get,back,home,12
back,home,after,8
to,drive,to,20
at,the,station,22
and,are,at,6
believe,that,a,17
how,to,react,7
in,full,swing,31
have,some,fun,29
to,react,to,16
to,the,situation,16
of,the,officers,14
short,of,a,19
who,supported,the,6
got,stuck,in,13
of,a,full,9
stuck,in,traffic,13
a,full,serving,5
feel,like,they're,6
a,bitch,is,5
long,history,of,19
have,so,many,76
under,a,microscope,5
so,many,ideas,8
i,wanna,make,7
just,can't,decide,5
can't,decide,which,10
just,two,of,5
families,with,children,7
us,right,now,9
through,the,course,7
for,new,jersey,15
i,tell,u,6
has,a,better,20
and,gets,to,6
state,and,county,9
words,in,a,11
for,the,same,80
in,a,sentence,5
here,at,work,5
same,time,period,7
at,work,or,6
you're,not,alone,9
to,say,you,26
sitting,by,the,6
by,the,door,7
where,you,left,6
the,case,said,7
this,from,the,14
said,they,had,26
with,a,full,19
had,sex,with,11
out,of,commission,9
now,out,of,9
a,restaurant,in,9
restaurant,in,the,13
should,be,back,15
and,also,in,8
washington,dc,where,6
where,he,lived,5
what,you,deserve,6
think,i'm,going,47
how,i,think,8
going,to,enjoy,16
to,enjoy,this,9
not,be,immediately,5
some,good,stuff,6
stuff,on,the,14
said,this,is,69
that,was,even,5
with,only,a,23
i,never,thought,72
are,served,with,7
never,thought,i'd,27
that,explains,why,8
at,a,high,25
a,choice,of,28
this,type,of,90
bc,of,the,13
of,the,recession,19
you,that,we,6
we,have,started,5
all,live,in,6
have,started,to,12
all,have,an,6
love,my,new,15
my,new,car,5
love,my,family,11
it,gives,the,11
speakers,at,the,5
breakfast,this,morning,7
life,is,good,42
moment,when,the,22
when,the,person,14
a,good,show,16
person,in,the,58
he,tried,to,75
the,question,is,73
got,it,and,8
it,and,yes,8
and,yes,it,9
yes,it,was,33
i,was,lying,8
do,it,we,8
just,two,days,11
we,got,one,7
days,later,and,5
and,two,blocks,6
two,blocks,away,6
the,other,way,60
blocks,away,from,12
away,from,the,318
other,way,for,5
from,the,first,60
in,milwaukee,and,5
the,fact,they,12
they,were,both,19
was,shot,by,6
i,realized,how,22
louder,than,the,6
i,won't,see,7
admission,is,for,11
see,many,of,6
the,door,of,32
is,for,adults,8
door,of,his,8
of,them,for,17
of,his,home,14
them,for,a,32
that,to,get,5
three,weeks,later,7
not,matter,that,5
you,deal,with,15
she,has,done,12
they,don't,like,16
an,idiot,and,5
like,it,because,5
it,because,they,12
all,this,rain,8
because,they,didn't,14
this,rain,is,8
they,didn't,think,5
didn't,think,of,14
people,are,happy,6
what's,left,of,8
are,happy,to,24
me,like,i,18
like,i,don't,19
to,be,like,83
be,like,this,13
you,love,it,30
don't,know,the,41
by,early,next,5
know,the,truth,17
food,stamps,and,10
the,truth,when,6
in,their,own,96
a,new,set,18
new,set,of,20
pick,up,after,5
for,an,exciting,7
this,morning,that,18
see,you,all,58
you,all,there,11
that,means,the,18
been,on,in,16
on,in,a,19
voices,in,the,5
on,my,profile,13
you,guys,doing,7
will,rise,to,5
its,not,even,21
not,even,my,14
going,to,come,76
your,experiences,and,6
even,my,birthday,8
yet,to,hear,6
come,back,with,20
back,with,a,27
on,fb,or,7
until,i,realized,5
up,the,phone,22
that,i,actually,24
the,phone,the,6
haven't,seen,you,18
all,intents,and,5
seen,you,in,17
intents,and,purposes,5
am,looking,for,29
the,cheesecake,factory,7
to,get,our,38
rt,do,you,14
be,a,serious,12
player,in,the,55
in,the,online,14
why,can't,i,33
when,you,go,62
in,and,when,5
was,over,the,14
you,go,back,17
and,when,he,63
when,he,was,304
the,weekend,we,10
to,the,basics,8
he,was,an,46
still,have,lots,5
in,reaction,to,6
reaction,to,the,29
wal-mart,stores,inc,9
in,the,store,39
a,show,on,10
including,the,two,5
like,to,give,17
to,give,a,97
sounds,like,you,28
give,a,shout,19
like,you,need,13
there,were,only,37
were,only,a,9
that,should,be,72
few,of,those,12
should,be,enough,8
be,enough,to,29
be,i,am,7
i,am,willing,14
am,willing,to,13
i,am,i'm,10
tuesday,night,at,9
a,close,eye,7
to,give,anything,5
close,eye,on,8
a,top,prospect,5
was,told,i,11
nope,but,i,5
i,wasn't,on,5
worked,so,hard,16
eaten,so,much,5
so,hard,for,15
so,much,food,6
and,thought,provoking,5
will,be,televised,5
who's,up,for,5
the,talk,of,17
watching,the,game,31
have,been,so,56
talk,of,the,16
not,this,time,13
this,time,with,21
him,but,he,27
i,sure,did,10
at,a,friends,12
a,friends,house,7
the,proximity,of,5
of,his,head,22
his,head,to,14
was,easy,to,16
million,this,year,16
pull,out,my,7
to,dispose,of,8
the,indians,have,8
get,this,over,8
this,over,with,7
have,the,first,9
next,season,the,7
the,best,you,27
best,you,can,13
can,say,for,8
get,on,my,32
is,that,he's,8
is,not,an,94
not,an,excuse,6
an,excuse,to,39
excuse,to,be,6
be,a,complete,14
if,he,doesn't,23
the,job,was,5
finished,on,the,5
of,the,second,74
second,period,and,6
with,a,gorgeous,8
you,want,the,33
to,and,from,28
and,from,the,36
from,the,gym,7
to,mention,a,20
feel,much,better,9
for,some,time,69
tired,of,all,11
catch,up,with,52
taxes,and,the,5
rid,of,him,13
it,for,more,5
the,other,issue,7
you,give,me,36
than,a,decade,43
a,decade,the,9
it,now,i,18
drama,of,the,6
i,have,is,22
trying,out,for,10
are,writing,a,6
out,for,a,104
i,was,pregnant,17
my,news,feed,5
my,daughter,i,10
two,of,them,71
of,them,in,51
to,come,and,56
come,and,pick,5
that,when,i,55
her,she,was,22
she,was,a,161
love,your,show,7
a,cat,and,5
of,their,time,10
their,time,in,6
and,the,first,80
that,she,had,79
the,first,lady,13
she,had,a,68
a,man,or,7
instead,of,having,15
of,having,the,17
race,for,the,19
throughout,the,game,9
third,time,in,12
you,for,not,8
time,in,four,10
in,four,years,25
until,we,get,12
get,a,better,22
gettin,ready,for,14
of,the,roman,14
handle,on,the,7
on,the,national,34
in,his,mind,15
played,at,a,5
day,full,of,14
a,gay,bar,6
we,have,two,17
he,said,we,71
said,we,still,5
we,still,don't,5
still,don't,have,10
know,you,guys,11
to,conquer,the,9
conquer,the,world,7
because,my,husband,6
wanted,to,know,46
am,i,not,17
a,row,and,21
could,do,more,7
do,more,of,8
i,was,pretty,40
more,of,his,15
the,big,time,8
big,time,rush,13
a,good,home,5
think,you,guys,6
working,at,home,5
turns,out,he,11
there's,gonna,be,6
at,his,office,9
his,office,and,8
realized,i,was,19
back,after,a,10
was,doing,the,10
to,dance,and,5
for,a,quick,51
at,home,since,5
but,if,you're,26
home,since,the,5
and,since,it's,7
something,from,it,5
wine,list,is,6
up,my,new,6
and,he's,a,13
looking,like,a,34
he's,a,great,21
today,so,i,20
in,many,ways,56
are,now,more,5
must,have,some,6
have,some,really,8
some,really,good,10
the,average,rate,6
at,the,center,62
year,fixed,mortgage,6
led,by,the,20
people,don't,get,10
in,recent,days,23
i,want,it,59
down,from,percent,14
from,percent,last,9
damn,i,thought,6
the,late,reply,7
freddie,mac,said,5
thnx,for,following,5
last,time,the,25
you're,doing,well,14
in,search,of,69
search,of,a,18
of,a,word,8
copy,of,our,12
there,is,little,37
the,most,beautiful,63
was,the,week,5
the,week,ending,7
reason,to,believe,19
to,believe,that,98
it,was,percent,5
believe,that,these,7
at,it,this,8
this,way,at,5
way,at,least,8
i,just,woke,22
open,until,pm,14
least,we,have,5
we,have,another,17
up,from,a,37
have,another,chance,6
off,the,new,14
out,and,my,7
will,be,watching,26
in,fact,they,29
were,attempting,to,6
and,like,all,8
happy,april,fool's,5
april,fool's,day,7
as,if,they,71
they,might,be,35
i,did,see,20
might,be,making,5
and,start,a,8
are,not,in,33
it,comes,with,20
see,that,i,24
comes,with,a,40
that,i,thought,40
with,a,price,8
i,thought,that,80
good,to,go,24
fourth,of,july,27
that,was,you,9
come,out,and,73
and,play,in,10
especially,those,who,6
have,to,show,27
use,to,be,13
you,might,think,24
i,was,reminded,18
we,cant,be,5
going,in,the,36
are,made,in,8
was,reminded,of,17
reminded,of,my,5
of,my,very,10
food,for,the,15
my,very,favorite,7
for,the,soul,11
theme,of,the,23
of,the,movie,82
the,movie,and,16
rookie,of,the,18
favorite,thing,about,13
and,used,to,10
thing,about,it,12
nothing,else,matters,6
to,great,effect,9
like,i,just,23
i,just,hit,7
first,taste,of,10
just,hit,a,8
be,amazing,if,8
if,followed,me,8
time,has,been,9
my,car,and,21
car,and,i,6
can,we,go,8
they,are,such,10
coach,george,karl,9
this,morning,is,9
in,a,store,13
a,no,i,6
stars,of,the,21
of,the,notes,6
be,a,bad,16
section,of,our,6
what,i,see,29
i,see,and,6
and,he,knows,17
know,what,all,7
knows,what,i,8
what,all,the,27
what,i,know,33
so,you,guys,10
haha,yes,i,9
yes,i,thought,6
on,all,levels,8
in,all,your,6
he's,trying,to,19
did,you,have,47
when,i,had,49
i,had,one,34
is,not,one,26
one,chance,to,5
your,a,great,6
between,christmas,and,5
and,new,years,5
if,i,hear,8
is,a,guy,17
a,guy,i,11
were,to,be,27
to,imagine,the,11
a,light,in,5
light,in,your,5
in,your,eye,6
like,a,star,6
surprise,of,the,9
for,the,night,69
can,hardly,wait,8
working,on,some,20
on,some,new,14
did,you,play,5
wait,until,they,10
the,phone,to,12
in,may,with,7
is,for,me,16
to,discover,a,8
your,name,and,16
her,husband,a,5
me,to,add,8
i'll,call,you,8
and,their,three,5
their,three,children,7
many,people,are,43
people,are,not,36
not,sure,i'd,11
children,ages,and,8
are,not,as,25
attached,to,a,13
with,the,state,38
the,year,award,24
trying,too,hard,8
too,hard,on,8
he,or,she,96
is,an,interesting,24
a,paper,on,9
pic,you,look,5
you,look,good,12
because,of,budget,10
of,budget,cuts,12
love,it,though,5
to,a,woman,18
we,are,ready,24
a,woman,i,12
that,her,husband,13
are,ready,to,64
u,been,up,5
been,up,to,39
i,also,am,8
come,in,for,22
even,know,what,50
on,friday,and,30
friday,and,saturday,53
who,had,played,7
back,when,i,32
being,picked,up,9
is,there,anything,33
up,as,a,39
as,a,free,20
to,be,scared,6
a,free,agent,34
be,scared,of,8
too,soon,to,16
points,in,minutes,6
get,your,tickets,20
your,tickets,for,6
high,number,of,7
number,of,years,17
was,issued,a,6
the,third,quarter,90
mothers,day,i,10
i'm,starting,to,49
i,support,the,5
getting,up,early,9
saw,that,i,17
the,second,straight,27
that,i,wanted,53
second,straight,game,7
most,is,that,5
so,good,and,13
from,one,of,72
to,be,but,24
is,that,too,9
good,and,he,5
that,too,many,6
and,he,is,88
too,many,of,31
are,taking,a,10
closer,look,at,16
have,nothing,left,7
the,relationship,between,53
me,happy,mothers,5
pictures,of,her,7
nothing,left,to,19
got,his,first,9
his,first,start,24
start,as,a,5
it,not,for,13
for,themselves,and,14
of,points,and,5
points,and,seven,12
and,seven,rebounds,9
letter,from,the,9
a,mountain,of,10
talent,in,the,12
my,goodness,i,6
i,almost,forgot,23
trying,to,finish,11
it's,like,to,25
the,next,couple,58
the,important,thing,18
important,thing,to,10
thing,to,note,6
enough,that,the,8
why,do,people,49
is,that,while,12
just,bought,the,8
that,while,the,20
are,probably,not,5
bought,the,house,7
can,you,imagine,48
you,imagine,how,5
know,the,difference,19
difference,between,your,6
cuz,i,don't,5
i,don't,wanna,69
don't,wanna,be,21
had,the,good,7
will,support,the,7
a,hole,in,44
the,good,fortune,7
good,fortune,to,5
in,the,ground,36
to,be,invited,7
a,gallon,of,18
be,invited,to,11
share,my,love,6
my,love,for,41
invited,to,a,18
good,seeing,you,15
to,a,friend's,8
seeing,you,at,10
not,the,best,57
up,of,a,8
you,saw,the,18
at,the,show,35
of,a,cent,6
home,in,the,63
rt,i,guess,5
in,the,australian,5
guess,i,will,9
jump,on,the,9
on,the,bandwagon,8
will,travel,to,10
as,luck,would,9
i,missed,the,37
luck,would,have,10
i,would,enjoy,13
knew,it,was,66
it,was,going,76
would,have,it,22
enjoy,it,as,8
it,as,much,22
have,it,the,6
much,as,my,5
as,my,daughter,5
have,been,fun,6
been,fun,to,7
is,when,i,32
i,figured,that,20
when,i,need,51
i,hear,that,19
i,need,her,5
that,they,cannot,9
directly,over,the,7
music,of,the,11
the,year,so,13
year,so,far,13
the,top,so,8
the,eiffel,tower,16
tonight,and,i,16
season,is,in,9
i,let,it,18
is,in,jeopardy,5
let,it,go,36
should,have,had,16
close,you,can,5
rt,you,can,5
on,his,show,7
you,can,almost,18
about,it,or,11
if,this,were,8
it,or,you,13
it,turns,out,134
years,from,now,34
try,and,make,15
from,now,i,6
now,i,feel,39
feel,like,this,24
of,the,eyes,7
for,free,on,5
is,a,once,5
of,people,as,6
in,your,face,19
a,once,in,12
people,as,they,5
as,they,go,12
that,is,both,12
go,up,in,8
the,best,mom,10
best,mom,ever,5
should,be,good,23
you,can,show,10
show,off,your,10
come,see,me,23
would,be,worth,11
to,the,possibility,8
the,possibility,that,47
that,what,we,10
for,years,to,55
what,we,think,13
we,think,of,20
think,of,as,14
of,as,the,11
in,april,is,6
one,at,a,38
the,same,for,51
thanks,in,advance,12
do,you,expect,15
the,egg,and,6
i,will,support,8
should,i,put,7
will,support,you,5
i,put,it,35
put,it,up,11
then,we,could,6
ideas,for,the,13
d,i,love,12
for,the,secret,5
the,secret,ingredient,5
that,as,the,23
the,universe,and,16
in,part,on,11
part,on,the,6
rt,i,don't,25
and,how,often,5
stuck,with,the,15
on,saturday,night,41
on,one,side,59
the,same,questions,5
one,side,of,47
are,not,responsible,5
of,the,rock,16
not,responsible,for,13
out,when,you,10
sometimes,you,need,10
but,are,you,10
need,to,run,9
doing,the,right,22
admit,that,there,5
will,be,hard,21
the,all,star,8
be,hard,for,12
will,follow,you,16
is,more,than,111
n,scottsdale,road,6
of,the,help,5
even,the,smallest,5
attached,to,them,6
of,a,company,12
way,for,the,29
a,company,is,9
and,for,your,11
is,making,a,33
the,universe,to,6
for,your,follow,5
to,crash,the,5
to,be,and,72
be,and,i,8
the,boss,is,7
on,the,power,27
the,power,play,21
i,dont,see,40
she,was,wearing,14
which,is,why,90
is,why,he,6
why,he,was,15
she,didn't,have,19
one,could,not,6
didn't,have,anything,9
in,place,of,34
some,info,on,5
there,will,always,19
to,meet,my,18
a,parade,of,13
into,the,net,11
of,the,line,25
just,drove,by,6
the,line,for,11
didn't,make,the,13
make,the,trip,11
in,old,town,14
stay,with,me,16
could,be,wrong,7
about,that,but,13
to,wear,to,9
wondering,about,the,6
is,my,idol,9
about,the,possibility,12
she,says,it,17
that,the,universe,6
can,you,be,25
the,list,of,123
going,on,i,13
the,game,was,33
inspiration,for,the,12
trying,to,go,24
to,go,the,26
of,making,it,19
international,airport,in,6
the,hardest,thing,24
hardest,thing,in,8
new,york,with,13
made,it,happen,6
in,this,particular,13
why,you,need,6
to,say,yes,14
say,yes,to,16
the,nation's,th,5
are,those,who,33
want,to,thank,42
going,to,kill,25
me,with,all,8
those,who,take,5
in,the,gaps,13
of,this,great,9
i,will,definitely,30
rt,we,have,7
its,in,the,19
morning,and,i,24
have,to,learn,30
to,learn,to,52
to,be,up,35
do,or,die,9
be,up,for,20
the,full,minutes,5
sure,you,take,6
up,for,school,6
a,head,of,10
she,said,when,9
head,of,state,12
kill,me,now,5
first,thing,they,5
so,that,you,85
it's,the,same,36
the,same,we,6
thanks,i,will,18
we,all,do,16
i,will,check,24
will,check,it,18
have,to,compete,5
dinner,at,the,15
to,compete,with,30
gonna,go,to,18
to,the,movies,36
and,that,this,17
that,this,man,7
came,to,the,112
for,your,next,18
today,to,see,12
the,long,beach,7
planning,on,going,7
on,going,to,11
taught,us,that,5
each,other,from,5
feet,of,living,5
you,stand,out,6
of,living,space,5
stand,out,in,7
we,must,all,6
is,worth,more,9
one,of,two,56
sleeping,on,the,13
on,the,new,152
bathroom,in,the,5
was,the,new,9
in,the,main,32
the,new,face,6
new,face,of,6
house,and,a,10
and,coming,up,5
coming,up,with,39
the,difference,is,21
up,with,some,39
with,some,pretty,6
where,have,you,31
more,than,one-third,7
than,one-third,of,6
you,been,i,8
i,texted,you,9
women,and,children,31
when,we,went,17
you,a,few,11
a,swimming,pool,9
those,were,the,24
were,the,days,15
show,on,the,17
of,the,st,53
in,us,district,33
us,district,court,45
the,st,century,48
district,court,in,27
to,open,for,9
in,cleveland,the,5
too,bad,we,6
you,can,even,33
for,next,week,27
be,here,for,21
they,made,a,23
the,people,i,51
to,the,minors,5
when,you,said,8
it's,good,to,52
you,said,i,5
is,the,root,8
root,of,all,7
wake,me,up,25
in,the,majors,25
up,let,me,7
me,know,your,10
the,temple,of,9
haven't,seen,it,23
seen,it,in,5
the,two,companies,10
just,finished,watching,17
didn't,realize,how,10
mess,with,the,10
it's,just,like,9
be,the,hero,5
was,located,in,6
there,has,been,117
we,were,lucky,13
never,know,what,36
before,moving,to,14
moving,to,new,8
hang,out,with,98
what,they,mean,15
out,with,her,17
to,have,those,12
with,her,as,8
as,time,went,12
time,went,on,9
on,in,their,12
man,out,of,5
the,fun,of,24
fun,of,it,9
and,piles,of,8
are,no,plans,5
out,for,our,9
no,plans,to,22
plans,to,add,11
maple,syrup,and,5
and,cayenne,pepper,9
do,it,well,9
you,can,add,20
can,add,up,6
i,was,quite,18
up,all,the,44
feeling,pretty,good,11
surprised,by,how,9
about,the,history,16
who,heads,the,14
did,not,i,6
may,th,we,5
more,than,the,155
i,had,them,9
need,to,figure,28
